car_name,brand,car_model,registration,model_year,transmission,body_type,fuel_type,engine_capacity,kilometers_run,price
Toyota Premio F 2016,Toyota,Premio,2020,2016,Automatic,Saloon,Octane,1500,76000,3076000
Toyota Yaris E 2014,Toyota,Yaris,2016,2014,Automatic,Saloon,Octane,1300,33000,1600800
Toyota Corona PREMIO 1996,Toyota,Corona,1999,1996,Automatic,Saloon,"CNG, Octane",1600,78000,578840
Mitsubishi Lance 1999,Mitsubishi,Lancer,2003,1999,Automatic,Saloon,"Petrol, CNG",1500,70000,562600
Toyota Hiace GL 2016,Toyota,Hiace,2019,2016,Automatic,MPV,"Petrol, Octane",2000,72330,3804800
Honda Vezel S 2014,Honda,Vezel,2016,2014,Automatic,SUV / 4x4,Octane,1500,60735,2494000
Toyota Harrier Premium Package 2016,Toyota,Harrier,2022,2016,Automatic,SUV / 4x4,Octane,2000,28000,6250000
Toyota Axio X Hid 2011,Toyota,Axio,2013,2011,Automatic,Saloon,Octane,1500,70206,1566000
Toyota Land Cruiser V8 2015,Toyota,Land Cruiser,2017,2015,Automatic,SUV / 4x4,Diesel,4500,36036,18560000
Toyota Noah s 2005,Toyota,Noah,2009,2005,Automatic,MPV,"Octane, LPG",2000,52146,1386500
BMW 520d F10 2011,BMW,520d,2011,2011,Automatic,Saloon,Diesel,2000,56703,4970000
Toyota Auris 2014,Toyota,Auris,2016,2014,Automatic,Hatchback,Octane,1500,61000,1914000
Toyota Prado Land Cruiser 2004,Toyota,Prado,2007,2004,Automatic,SUV / 4x4,Octane,2700,125000,2946000
Mitsubishi Lancer GLS 2016,Mitsubishi,Lancer,2016,2016,Automatic,Saloon,"Octane, LPG",1500,46000,1865000
Toyota Premio 2017,Toyota,Premio,2019,2017,Automatic,Saloon,Petrol,1500,76000,3248000
Toyota Premio EX G 2015,Toyota,Premio,2017,2015,Automatic,Saloon,Octane,1500,69000,2614000
Toyota Axio X 2010,Toyota,Axio,2014,2010,Automatic,Saloon,"CNG, Octane",1500,68945,1502200
Toyota Premio F EX 2014,Toyota,Premio,2018,2014,Automatic,Saloon,"Petrol, Octane",1500,32131,2644800
Lexus RX 200T 2016,Lexus,RX,2018,2016,Automatic,SUV / 4x4,Octane,2000,39714,11832000
Honda Grace LX 2015,Honda,Grace,2018,2015,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,25197,2030000
Toyota Premio F 2002,Toyota,Premio,2018,2012,Automatic,Saloon,"CNG, Octane",1500,68532,2346000
Toyota Esquire 2016,Toyota,Esquire,2019,2016,Automatic,MPV,Octane,1800,52000,3746800
Toyota Probox 2004,Toyota,Probox,2007,2004,Automatic,Estate,"CNG, Octane",1500,68000,725000
Nissan Bluebird SYLPHY 2005,Nissan,Bluebird,2010,2005,Automatic,Saloon,Octane,1500,154180,830000
Toyota Hiace Super GL 2004,Toyota,Hiace,2005,2004,Automatic,MPV,"CNG, Octane",2000,4283,806200
Toyota Carina 1995,Toyota,Carina,1999,1995,Automatic,Saloon,"CNG, Octane",1500,80000,422240
Toyota Axio 2010,Toyota,Axio,2015,2010,Automatic,Saloon,"CNG, Octane",1500,58000,1502200
Mitsubishi Lancer EX Sunroof 2010,Mitsubishi,Lancer,2010,2010,Automatic,Saloon,Octane,1500,93000,1750000
Toyota Premio G 2014,Toyota,Premio,2016,2014,Automatic,Saloon,Octane,1500,55000,2666840
Honda CR-Z 2014,Honda,CR-Z,2015,2014,Automatic,SUV / 4x4,Hybrid,1500,17000,2030000
Kia Sportage 2012,Kia,Sportage,2012,2012,Automatic,SUV / 4x4,Octane,2000,125000,2151800
Toyota Premio F 2004,Toyota,Premio,2020,2014,Automatic,Saloon,Octane,1500,95000,2400000
Toyota ist G 2004,Toyota,ist,2007,2004,Automatic,Hatchback,Octane,1300,69000,835200
BMW 7 Series Over Fresh 2022,BMW,7 Series,2023,2022,Automatic,Saloon,"Petrol, Octane",3000,31000,23500000
Toyota Aqua G 2013,Toyota,Aqua,2015,2013,Automatic,Hatchback,Hybrid,1500,42000,1293400
Toyota Allion A-15 Royal Blue 2004,Toyota,Allion,2009,2004,Automatic,Saloon,"CNG, Octane",1500,75000,1480000
Toyota Premio F 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,45000,3044000
Honda Grace LX 2016,Honda,Grace,2020,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,58500,2528800
Toyota Noah ESQUIRE GI 2016,Toyota,Noah,2018,2016,Automatic,MPV,Hybrid,1800,77000,3770000
Nissan Note G PKG 2010,Nissan,Note,2012,2010,Automatic,Estate,Octane,1500,53840,1363000
Toyota Axio 2014,Toyota,Axio,2016,2014,Automatic,Saloon,Hybrid,1500,60000,1682000
Toyota Allion A15 Push 2012,Toyota,Allion,2014,2012,Automatic,Saloon,Octane,1500,58000,2390000
Toyota Axio X 2015,Toyota,Axio,2016,2015,Automatic,Saloon,Octane,1500,63932,2053200
Toyota Axio X 2010,Toyota,Axio,2016,2010,Automatic,Saloon,"CNG, Octane",1500,75000,1368800
Honda Fit L 2016,Honda,Fit,2020,2016,Automatic,Hatchback,"Petrol, Hybrid, Octane",1500,34790,1728400
Toyota Hiace AMBULANCE 2015,Toyota,Hiace,2017,2015,Automatic,MPV,Diesel,3000,44000,1798000
Toyota TownAce Ambulance 2012,Toyota,TownAce,2018,2012,Automatic,MPV,"Petrol, Octane",1500,215000,870000
Toyota Harrier 2017,Toyota,Harrier,2019,2017,Automatic,SUV / 4x4,Hybrid,2000,25000,8352000
Toyota Hiace 2016,Toyota,Hiace,2018,2016,Automatic,MPV,Octane,2000,65000,2749200
Nissan Bluebird red color 2004,Nissan,Bluebird,2008,2004,Automatic,Saloon,"Octane, LPG",1500,65000,790000
BMW 320i 2005,BMW,320i,2007,2005,Automatic,Saloon,Octane,2000,62000,2899998.84
Toyota Axio 2014,Toyota,Axio,2017,2014,Automatic,Saloon,"CNG, Octane",1500,79852,1310800
Toyota Prado 2012,Toyota,Prado,2015,2012,Automatic,SUV / 4x4,Octane,2700,56000,7760000
Toyota Axio G 2013,Toyota,Axio,2015,2013,Automatic,Saloon,"Octane, LPG",1500,47800,1722600
Nissan Sunny NEW SHAPE 2011,Nissan,Sunny,2011,2011,Automatic,Saloon,"CNG, Octane",1300,67000,1030000
Honda Civic 2008,Honda,Civic,2009,2008,Automatic,Saloon,"CNG,Octane",1600,110000,1300000
Toyota Premio F 2008,Toyota,Premio,2012,2008,Automatic,Saloon,"Octane, LPG",1500,75241,2030000
Toyota MR2 1997,Toyota,MR2,2001,1997,Automatic,Saloon,Octane,1500,55000,986000
Toyota Corolla X-SILVER EDITION. 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,75000,1165000
Toyota Allion G 2018,Toyota,Allion,2019,2018,Automatic,Saloon,"Petrol, Octane",1500,37873,3445200
Nissan Sunny 1999,Nissan,Sunny,2000,1999,Automatic,Saloon,"CNG, Octane",1300,74500,390000
Maruti Suzuki WagonR 2006,Maruti Suzuki,WagonR,2008,2006,Automatic,Saloon,Octane,1200,89000,429200
Toyota Prado TX 2013,Toyota,Prado,2015,2013,Automatic,SUV / 4x4,Octane,2700,47000,8456400
Toyota Esquire G Package 2016,Toyota,Esquire,2021,2016,Automatic,MPV,"Hybrid, Octane",1800,55238,3100000
Toyota Corolla 2005,Toyota,Corolla,2016,2011,Automatic,Saloon,"CNG, Octane",1500,86000,1189000
Toyota Axio G 2012,Toyota,Axio,2014,2012,Automatic,Saloon,Octane,1500,40000,1699400
Toyota Noah DX 2006,Toyota,Noah,2008,2006,Automatic,MPV,"CNG, Octane",1800,85000,1537000
Toyota Succeed UL 2005,Toyota,Succeed,2008,2005,Automatic,Estate,"CNG, Octane",1500,72000,904800
Toyota Premio F 2016,Toyota,Premio,2018,2016,Automatic,Saloon,"CNG, Octane",1500,45000,3044000
Toyota Fielder 2011,Toyota,Fielder,2013,2011,Automatic,Estate,CNG,1500,45852,1392000
Toyota TownAce Ambulance 2015,Toyota,TownAce,2016,2015,Automatic,MPV,"Petrol, Octane",1500,27420,1078800
Honda CR-V 2020,Honda,CR-V,2023,2020,Automatic,SUV / 4x4,"Petrol, Octane",1500,509,7192000
Honda Vezel 2014,Honda,Vezel,2018,2014,Automatic,SUV / 4x4,Octane,1500,54500,2290000
Toyota Allion G 2018,Toyota,Allion,2019,2018,Automatic,Saloon,Octane,1500,130800,3554000
Toyota Premio F-EX 2019,Toyota,Premio,2021,2019,Automatic,Saloon,Octane,1500,8785,3912400
Nissan X-Trail 4WD 2017,Nissan,X-Trail,2017,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,34600,5568000
Toyota Premio F 2006,Toyota,Premio,2018,2015,Automatic,Saloon,"CNG, Octane",1500,95000,2585000
Toyota Premio F 2010,Toyota,Premio,2014,2010,Automatic,Saloon,"CNG, Octane",1500,67000,2180000
Toyota Hiace 2016,Toyota,Hiace,2018,2016,Automatic,MPV,Petrol,2000,70000,2668000
Honda Vezel COLOR GREEN 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Hybrid, Octane",1500,47582,1950000
Toyota Prius 2013,Toyota,Prius,2017,2013,Automatic,Hatchback,"Hybrid, Octane",1800,47000,1948800
Toyota Spacio Sunroof & Moonroof 2001,Toyota,Spacio,2003,2001,Automatic,Hatchback,"CNG, Octane",1500,65236,1073000
Toyota Corolla 111 1996,Toyota,Corolla,2000,1996,Automatic,Saloon,"Petrol, CNG, Octane",1331,80000,446600
Toyota Fielder WXB 2016,Toyota,Fielder,2017,2016,Automatic,Estate,Hybrid,1500,35000,2517200
Toyota Noah X 2010,Toyota,Noah,2012,2010,Automatic,MPV,"Petrol, CNG, Octane",2000,69000,2262000
Toyota Allion standard package 2013,Toyota,Allion,2016,2013,Automatic,Saloon,"CNG, Octane",1500,71247,2315000
Toyota Premio F 2016,Toyota,Premio,2020,2016,Automatic,Saloon,Octane,1500,38000,3054000
Toyota Sienta 2011,Toyota,Sienta,2012,2011,Automatic,Saloon,Octane,1500,49536,1656480
Toyota Axio 2015,Toyota,Axio,2018,2015,Automatic,Saloon,"Hybrid, Octane",1500,49521,1960400
Toyota Prado TX 2014,Toyota,Prado,2018,2014,Automatic,SUV / 4x4,Octane,3000,32451,7950000
Toyota Corolla 111 1997,Toyota,Corolla,2000,1997,Automatic,Saloon,"CNG, Octane",1331,96000,587200
Toyota Axio X ( Super Fresh ) 2013,Toyota,Axio,2019,2013,Automatic,Saloon,"CNG, Octane",1500,63000,1720000
BMW 320i 2005,BMW,320i,2007,2005,Automatic,Saloon,Octane,2000,62000,2899998.84
Toyota Premio F 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,45000,3044000
Toyota Corolla X-Assista 2004,Toyota,Corolla,2006,2004,Automatic,Saloon,"CNG, Octane",1331,75500,1009200
Mitsubishi Lancer EX 2009,Mitsubishi,Lancer,2009,2009,Automatic,Saloon,Octane,1500,60000,1630000
Toyota Axio X 2009,Toyota,Axio,2012,2009,Automatic,Saloon,"CNG, Octane",1500,78000,1390840
Toyota Vitz 2011,Toyota,Vitz,2014,2011,Automatic,Hatchback,Octane,1300,37850,1270200
Toyota Noah X-Non Hybrid 2016,Toyota,Noah,2019,2016,Automatic,MPV,"Petrol, Octane",2000,61354,2900000
Toyota Noah X Si 2011,Toyota,Noah,2013,2011,Automatic,MPV,"Petrol, CNG, Octane",2000,65000,2494000
Toyota Noah GL KR 42 dual AC 2006,Toyota,Noah,2012,2006,Automatic,MPV,"CNG, Octane",1800,69000,1090000
Toyota Axio G- Edition 2012,Toyota,Axio,2013,2012,Automatic,Saloon,Octane,1500,58278,1595000
Toyota Hiace Super GL 2011,Toyota,Hiace,2014,2011,Automatic,MPV,"CNG, Octane",2000,79831,2476600
Toyota Probox GL 2006,Toyota,Probox,2012,2006,Automatic,Saloon,"CNG, Octane",1500,78765,820000
Nissan Bluebird 2009,Nissan,Bluebird,2011,2009,Automatic,Saloon,Octane,1500,70231,1385000
Toyota Premio F 2005,Toyota,Premio,2018,2015,Automatic,Saloon,"CNG, Octane",1500,82456,2555000
Toyota Axio 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"Petrol, Hybrid, Octane",1500,56200,2180800
Honda Vezel RS Pacag Octan Drive 2016,Honda,Vezel,2016,2016,Automatic,SUV / 4x4,Octane,1500,52314,2375000
Toyota Premio G superior 2008,Toyota,Premio,2015,2008,Automatic,Saloon,"CNG, Octane",1500,79000,1879200
Toyota Premio EX 2011,Toyota,Premio,2013,2011,Automatic,Saloon,Octane,1500,43000,2296800
Toyota Noah 2017,Toyota,Noah,2019,2017,Automatic,MPV,"Hybrid, Octane",1800,62543,3088800
Toyota Prius S TOURING 2016,Toyota,Prius,2019,2016,Automatic,Hatchback,"Petrol, Hybrid, Octane",1800,54500,2992800
Toyota Premio F 2010,Toyota,Premio,2014,2010,Automatic,Saloon,"CNG, Octane",1500,67000,2180000
Toyota Corolla 100 Wagon 2001,Toyota,Corolla,2004,2001,Automatic,Saloon,"CNG, Octane",1331,97846,406000
Toyota Esquire 2017,Toyota,Esquire,2020,2017,Automatic,MPV,"Hybrid, Octane",1800,25608,3460200
Toyota Vitz 2012,Toyota,Vitz,2015,2012,Automatic,Hatchback,Octane,1300,48500,1142600
Honda Vezel Hybrid Z Package 2018,Honda,Vezel,2022,2018,Automatic,SUV / 4x4,"Hybrid, Octane",1500,41206,3150000
Toyota Probox DX 2004,Toyota,Probox,2005,2004,Automatic,Estate,"CNG, Octane",1500,55000,736600
Toyota Probox 2004,Toyota,Probox,2007,2004,Automatic,Estate,"Octane, LPG",1500,96000,614800
Mitsubishi Lancer EX 2016,Mitsubishi,Lancer,2017,2016,Automatic,Saloon,Octane,1500,56000,1800000
Toyota Succeed UL 2003,Toyota,Succeed,2007,2003,Automatic,Estate,"CNG, Octane",1500,75311,710000
Toyota Starlet 1989,Toyota,Starlet,1994,1992,Manual,Hatchback,"Petrol, CNG",1300,169590,208800
Toyota Prado black colour 2017,Toyota,Prado,2023,2017,Automatic,SUV / 4x4,Octane,2700,29000,13200000
Toyota RAV4 2006,Toyota,RAV4,2008,2006,Automatic,SUV / 4x4,Octane,2400,51000,1943000
Honda CR-V g 2012,Honda,CR-V,2014,2012,Automatic,SUV / 4x4,Octane,2000,32435,3306000
Suzuki Alto Ex 2011,Suzuki,Alto,2014,2011,Automatic,Hatchback,Octane,660,23500,684400
Toyota Axio G 2012,Toyota,Axio,2014,2012,Automatic,Saloon,"Petrol, Octane",1500,56000,1647200
Toyota Premio F 2016,Toyota,Premio,2018,2016,Automatic,Saloon,"CNG, Octane",1500,45000,3044000
Suzuki Alto ZEN 2003,Suzuki,Alto,2005,2003,Manual,Hatchback,"CNG, Octane",1000,200,261000
Toyota Premio G Superior 2013,Toyota,Premio,2019,2013,Automatic,Saloon,"CNG, Octane",1500,73000,2250400
Toyota Premio F 2016,Toyota,Premio,2020,2016,Automatic,Saloon,Octane,1500,76000,3076000
Toyota Axio X 2011,Toyota,Axio,2015,2011,Automatic,Saloon,"CNG, Octane",1500,65000,1467400
Toyota Premio F 2013,Toyota,Premio,2017,2013,Automatic,Saloon,"Petrol, Octane, LPG",1500,59000,2528800
Toyota RAV4 L 1.8 2005,Toyota,RAV4,2008,2005,Automatic,SUV / 4x4,"Petrol, CNG, Octane",1800,74174,1566000
Toyota Axio X 2015,Toyota,Axio,2017,2015,Automatic,Estate,Hybrid,1500,65000,1844400
Toyota Wish 7 Sitter (Sunroof) 2011,Toyota,Wish,2018,2011,Automatic,Estate,Octane,1800,65000,2330000
Toyota Corolla Color 1997,Toyota,Corolla,2000,1997,Automatic,Saloon,"CNG, Octane",1500,65000,754000
Toyota RAV4 2005,Toyota,RAV4,2007,2005,Automatic,SUV / 4x4,"Petrol, Octane",2400,86000,1844400
Toyota Noah KR42 2006,Toyota,Noah,2009,2006,Automatic,MPV,"CNG, Octane",1800,75000,1363000
Nissan X-Trail 2017,Nissan,X-Trail,2019,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",2000,26800,5684000
Toyota Spacio fun cargo HID G 2004,Toyota,Spacio,2007,2004,Automatic,Hatchback,"CNG, Octane",1500,62300,774880
Toyota Premio F-EX 2018,Toyota,Premio,2020,2018,Automatic,Saloon,Octane,1500,23000,4118000
Toyota Corolla Station Wagon 1999,Toyota,Corolla,2003,1999,Automatic,Estate,"Petrol, CNG, Octane",1331,265000,350000
Toyota Allion A-15 2017,Toyota,Allion,2019,2017,Automatic,Saloon,Octane,1500,30000,3132000
Toyota Hiace DX 2016,Toyota,Hiace,2019,2016,Automatic,MPV,"Petrol, Octane",2000,87000,2691200
Toyota Premio F-EX 2017,Toyota,Premio,2018,2017,Automatic,Saloon,"CNG, Octane",1500,46000,3444000
Toyota Noah X 2005,Toyota,Noah,2007,2005,Automatic,MPV,"Petrol, CNG, Octane",2000,78000,1328200
Toyota Premio F 2016,Toyota,Premio,2021,2016,Automatic,Saloon,Octane,1500,38000,3054000
Toyota Allion G Limited 2005,Toyota,Allion,2007,2005,Automatic,Saloon,"CNG, Octane",1500,59000,1392000
Toyota Noah X - 2003,Toyota,Noah,2005,2003,Automatic,MPV,"Petrol, CNG",2000,82842,1084600
Kia 414 1987,Kia,Kia 414,1991,1987,Manual,SUV / 4x4,Diesel,2000,100000,417600
Toyota Hiace 2016,Toyota,Hiace,2019,2016,Automatic,MPV,Octane,2000,87000,2760800
Toyota Noah DUAL AC 2001,Toyota,Noah,2005,2001,Automatic,MPV,"CNG, Octane",2000,65824,950000
BMW 3 Series 320i 2005,BMW,3 Series,2006,2005,Automatic,Saloon,Octane,2000,61000,1950000
Toyota Vitz 2008,Toyota,Vitz,2010,2008,Automatic,Hatchback,"Octane, LPG",1000,75000,812000
Toyota Fielder G 2016,Toyota,Fielder,2017,2016,Automatic,Estate,Hybrid,1500,35000,2262000
Toyota C-HR G 2017,Toyota,C-HR,2021,2017,Automatic,SUV / 4x4,Hybrid,1800,86000,3712000
Toyota Hiace GL 2016,Toyota,Hiace,2017,2016,Automatic,MPV,"Diesel, Petrol",2000,43634,2668000
Toyota Land Cruiser V8 2010,Toyota,Land Cruiser,2013,2010,Automatic,SUV / 4x4,Octane,4600,40000,16000000
Toyota Premio F EX 2018,Toyota,Premio,2023,2018,Automatic,Saloon,"Petrol, Octane",1500,43000,3734000
Toyota Aqua G Package 2013,Toyota,Aqua,2015,2013,Automatic,Hatchback,Hybrid,1500,72300,1225000
Toyota Corolla X 2004,Toyota,Corolla,2008,2004,Automatic,Saloon,"CNG, Octane",1500,57966,1220000
Hyundai Accent 2012,Hyundai,Accent,2014,2012,Automatic,Saloon,Octane,1500,35850,1450000
Toyota Corsa special edition 1994,Toyota,Corsa,1997,1994,Automatic,Saloon,"Petrol, CNG, Octane",1500,70000,260000
Toyota Noah 2002,Toyota,Noah,2006,2002,Automatic,MPV,"CNG, Octane",2000,125000,1200000
Toyota Hiace GL 2016,Toyota,Hiace,2018,2016,Automatic,MPV,"Petrol, Octane",2000,46810,2668000
Toyota Hiace 2015,Toyota,Hiace,2017,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,42344,2552000
Toyota Prado TXL 2018,Toyota,Prado,2021,2018,Automatic,SUV / 4x4,"Petrol, Octane",2700,43000,15834000
Honda Vezel S 2014,Honda,Vezel,2017,2014,Automatic,SUV / 4x4,"Petrol, Octane",1500,22908,2494000
Toyota Prado Tx Limited 2010,Toyota,Prado,2012,2010,Automatic,SUV / 4x4,Petrol,2700,26661,6550000
Toyota Premio F 2011,Toyota,Premio,2013,2011,Automatic,Saloon,"Petrol, CNG, Octane",1500,64000,2285200
Toyota Prado TX Limited 2015,Toyota,Prado,2018,2015,Automatic,SUV / 4x4,Octane,2700,27000,10750000
Toyota Allion G PLUS 2016,Toyota,Allion,2020,2016,Automatic,Saloon,"Petrol, Octane",1500,26587,3064000
Toyota Allion A15 G+ 2010,Toyota,Allion,2013,2010,Automatic,Saloon,"CNG, Octane",1500,62300,1989400
Suzuki Ritz 2011,Suzuki,Ritz,2013,2011,Manual,MPV,Octane,1200,89653,603200
Toyota Corolla XE-Saloon 1997,Toyota,Corolla,1999,1997,Automatic,Saloon,"CNG, Octane",1331,68452,643800
Toyota Premio 2016,Toyota,Premio,2018,2016,Automatic,Saloon,"Petrol, Octane",1500,56700,3070000
Toyota Corona Premio 1996,Toyota,Corona,2001,1996,Automatic,Saloon,"CNG, Octane",1586,86025,574200
Toyota Axio X 2013,Toyota,Axio,2015,2013,Automatic,Saloon,"CNG, Octane",1500,62554,1815400
Honda Civic 2005,Honda,Civic,2009,2005,Automatic,Saloon,Octane,1500,78000,916400
Mitsubishi Lancer . 2000,Mitsubishi,Lancer,2000,2000,Automatic,Saloon,"Petrol, CNG",1300,90000,400000
Toyota Spacio fun cargo HID G 2004,Toyota,Spacio,2007,2004,Automatic,Hatchback,"CNG, Octane",1500,62300,774880
Nissan X-Trail 2004,Nissan,X-Trail,2006,2004,Automatic,SUV / 4x4,Octane,2000,62000,1502200
Toyota Axio X 2007,Toyota,Axio,2012,2007,Automatic,Saloon,"CNG, Octane",1500,66000,1235400
Toyota Corolla x 2004,Toyota,Corolla,2006,2003,Automatic,Saloon,"Petrol, CNG",1300,72000,939600
Honda CR-Z 2014,Honda,CR-Z,2015,2014,Automatic,SUV / 4x4,Hybrid,1500,17000,2030000
Toyota Noah package SR40 1998,Toyota,Noah,2002,1998,Automatic,MPV,"CNG, Octane",2000,86000,1136800
Toyota Hiace 2015,Toyota,Hiace,2016,2015,Automatic,MPV,"Petrol, CNG, Octane",2000,34567,2549680
Toyota Land Cruiser Prado TX LTD 2014,Toyota,Land Cruiser,2019,2014,Automatic,SUV / 4x4,Octane,2700,15268,9860000
Toyota Probox GL 2010,Toyota,Probox,2012,2010,Automatic,Saloon,"CNG, Octane",1500,72000,986000
Suzuki Swift RS 2014,Suzuki,Swift,2019,2014,Manual,Hatchback,"Petrol, Other fuel type",1200,129000,1740000
Toyota Noah X 2002,Toyota,Noah,2007,2002,Automatic,MPV,"Petrol, CNG",2000,100000,750000
Toyota Yaris 2006,Toyota,Yaris,2008,2006,Automatic,Saloon,Oil,1300,120000,730800
Toyota Premio push start 2008,Toyota,Premio,2015,2010,Automatic,Saloon,"CNG, Octane",1500,86000,2350000
Toyota Allion G 2005,Toyota,Allion,2008,2005,Automatic,Saloon,Octane,1500,87500,1368800
Nissan Sunny car 2005,Nissan,Sunny,2005,2005,Automatic,Saloon,"Petrol, LPG",1300,180000,405000
Toyota Axio Fielder 2010,Toyota,Axio,2014,2010,Automatic,Estate,Octane,1500,55000,1583400
Toyota C-HR G LED 2017,Toyota,C-HR,2019,2017,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane",1800,28900,3816400
Toyota Corolla 1990,Toyota,Corolla,1994,1990,Automatic,Saloon,"CNG, Octane",1331,285214,336400
Toyota Axio HYBRID 2016,Toyota,Axio,2019,2016,Automatic,Saloon,"CNG, Hybrid",1500,96000,2122800
Toyota Carina Myroad 1991,Toyota,Carina,1994,1991,Automatic,Saloon,"CNG, Octane",1500,125000,290000
Toyota Probox DX 2004,Toyota,Probox,2006,2004,Automatic,Estate,"CNG, Octane",1300,65000,661200
Toyota Noah X 2015,Toyota,Noah,2019,2015,Automatic,MPV,"Petrol, Octane",1800,35854,3084000
BMW 7 Series 745le.M Sport pkg 2019,BMW,7 Series,2020,2019,Automatic,Saloon,Octane,3000,5000,25500000
Toyota Succeed 2005,Toyota,Succeed,2006,2005,Automatic,Estate,"CNG, Octane",1500,64512,788800
Toyota Noah X 2016,Toyota,Noah,2019,2016,Automatic,MPV,"Petrol, Octane",2000,88700,2974400
Toyota Hilux 2006,Toyota,Hilux,2010,2006,Manual,Convertible,Diesel,2500,81000,1970840
Nissan X-Trail 2010,Nissan,X-Trail,2012,2010,Automatic,SUV / 4x4,Octane,2000,63200,2262000
Toyota Prado Tx Limited. 2009,Toyota,Prado,2011,2009,Automatic,SUV / 4x4,Octane,2700,65214,6815000
Mercedes-Benz C 2018,Mercedes-Benz,C-Class,2021,2018,Automatic,Saloon,Octane,1600,2657,8410000
Toyota Premio F 2016,Toyota,Premio,2018,2016,Automatic,Saloon,Octane,1500,45000,3044000
Kia Sportage 2006,Kia,Sportage,2006,2006,Automatic,SUV / 4x4,Octane,2000,135000,1119400
Toyota Corona primio 1997,Toyota,Corona,2001,1997,Automatic,Saloon,"CNG, Octane",1580,95000,487200
Toyota Premio F 2016,Toyota,Premio,2021,2016,Automatic,Saloon,Octane,1500,76000,3076000
Toyota Noah NOHA SI G PKG 2012,Toyota,Noah,2014,2012,Automatic,MPV,"CNG, Octane",2000,65480,2656400
Toyota Premio FL 2012,Toyota,Premio,2017,2012,Automatic,Saloon,"CNG, Octane",1500,72421,2378000
Toyota Probox 2005,Toyota,Probox,2012,2010,Automatic,Estate,"CNG, Octane",1300,87000,719200
Toyota Hiace 2011,Toyota,Hiace,2012,2011,Automatic,MPV,"CNG, Octane",2000,64000,2494000
Toyota Axio X 2012,Toyota,Axio,2016,2012,Automatic,Saloon,"Petrol, CNG, Octane",1500,62000,1531200
Toyota Ractis 2011,Toyota,Ractis,2014,2011,Automatic,Hatchback,Octane,1500,56000,1380400
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,121000,1230000
BMW M3 SUNROOF 2003,BMW,M3,2003,2003,Automatic,Coupé/Sports,Octane,2000,50000,1920000
Toyota Allion G 2012,Toyota,Allion,2017,2012,Automatic,Saloon,Octane,1500,61000,2285000
Ford Eco Sport 2015,Ford,Eco Sport,2016,2015,Automatic,SUV / 4x4,Diesel,1500,77000,2099600
Mitsubishi Lancer . 2000,Mitsubishi,Lancer,2000,2000,Automatic,Saloon,"Petrol, CNG",1300,90000,400000
Toyota Premio F EX 2015,Toyota,Premio,2019,2015,Automatic,Saloon,"Petrol, Octane",1500,49697,2749200
Toyota Premio F EX 2017,Toyota,Premio,2023,2017,Automatic,Saloon,"Petrol, Octane",1500,99140,3610600
Toyota Allion G 2006,Toyota,Allion,2009,2006,Automatic,Saloon,Octane,1500,84313,1542800
Mitsubishi Lancer GLS 2016,Mitsubishi,Lancer,2016,2016,Automatic,Saloon,"Octane, LPG",1500,46000,1865000
Toyota Allion G 2018,Toyota,Allion,2020,2018,Automatic,Saloon,Octane,1500,30000,3480000
Toyota Sprinter 100 1992,Toyota,Sprinter,1996,1992,Automatic,Saloon,"CNG, Octane",1331,198521,307400
Toyota Prado TX Limited 2015,Toyota,Prado,2020,2017,Automatic,SUV / 4x4,Octane,2700,38200,11200000
Mitsubishi Lancer Ex 2016,Mitsubishi,Lancer,2017,2016,Automatic,Saloon,"Petrol, Octane",1500,30000,2100000
Toyota Premio Ex 2017,Toyota,Premio,2019,2017,Automatic,Saloon,Octane,1500,56000,3444000
Toyota Corolla X 2005,Toyota,Corolla,2010,2005,Automatic,Saloon,"CNG, Octane",1500,121000,1230000
Toyota Prius 2016,Toyota,Prius,2018,2016,Automatic,Hatchback,"Hybrid, Octane",1800,54000,3248000
Toyota RAV4 2006,Toyota,RAV4,2008,2006,Automatic,SUV / 4x4,Octane,2400,35000,2146000
Toyota Fielder 2015,Toyota,Fielder,2019,2015,Automatic,Estate,"Hybrid, Octane, LPG",1500,24987,2262000
Toyota Axio 2016,Toyota,Axio,2018,2016,Automatic,Saloon,"Hybrid, Octane",1500,34072,1879200
Toyota Hiace GL 2008,Toyota,Hiace,2011,2008,Automatic,MPV,"CNG, Octane",2000,85000,1821200
Honda Civic Blue 2018,Honda,Civic,2021,2018,Automatic,Saloon,Octane,1500,82209,4100000
Mitsubishi Lancer EX.GLS 2015,Mitsubishi,Lancer,2015,2015,Automatic,Saloon,"Octane, LPG",1500,58000,1580000
